sentence_id,sentence,n_digits
b_8333,small blue 733039,6
b_8334,small green 733039,6
b_8335,small yellow 733039,6
b_8336,large red 362529,6
b_8337,large blue 362529,6
b_8338,large green 362529,6
b_8339,large yellow 362529,6
b_8340,small red 362529,6
b_8341,small blue 362529,6
b_8342,small green 362529,6
b_8343,small yellow 362529,6
b_8344,large red 127121,6
b_8345,large blue 127121,6
b_8346,large green 127121,6
b_8347,large yellow 127121,6
b_8348,small red 127121,6
b_8349,small blue 127121,6
b_8350,small green 127121,6
b_8351,small yellow 127121,6
b_8352,large red 195763,6
b_8353,large blue 195763,6
b_8354,large green 195763,6
b_8355,large yellow 195763,6
b_8356,small red 195763,6
b_8357,small blue 195763,6
b_8358,small green 195763,6
b_8359,small yellow 195763,6
b_8360,large red 340044,6
b_8361,large blue 340044,6
b_8362,large green 340044,6
b_8363,large yellow 340044,6
b_8364,small red 340044,6
b_8365,small blue 340044,6
b_8366,small green 340044,6
b_8367,small yellow 340044,6
b_8368,large red 807053,6
b_8369,large blue 807053,6
b_8370,large green 807053,6
b_8371,large yellow 807053,6
b_8372,small red 807053,6
b_8373,small blue 807053,6
b_8374,small green 807053,6
b_8375,small yellow 807053,6
b_8376,large red 976566,6
b_8377,large blue 976566,6
b_8378,large green 976566,6
b_8379,large yellow 976566,6
b_8380,small red 976566,6
b_8381,small blue 976566,6
b_8382,small green 976566,6
b_8383,small yellow 976566,6
b_8384,large red 703139,6
b_8385,large blue 703139,6
b_8386,large green 703139,6
b_8387,large yellow 703139,6
b_8388,small red 703139,6
b_8389,small blue 703139,6
b_8390,small green 703139,6
b_8391,small yellow 703139,6
b_8392,large red 715643,6
b_8393,large blue 715643,6
b_8394,large green 715643,6
b_8395,large yellow 715643,6
b_8396,small red 715643,6
b_8397,small blue 715643,6
b_8398,small green 715643,6
b_8399,small yellow 715643,6
b_8400,large red 121753,6
b_8401,large blue 121753,6
b_8402,large green 121753,6
b_8403,large yellow 121753,6
b_8404,small red 121753,6
b_8405,small blue 121753,6
b_8406,small green 121753,6
b_8407,small yellow 121753,6
b_8408,large red 901909,6
b_8409,large blue 901909,6
b_8410,large green 901909,6
b_8411,large yellow 901909,6
b_8412,small red 901909,6
b_8413,small blue 901909,6
b_8414,small green 901909,6
b_8415,small yellow 901909,6
b_8416,large red 804938,6
b_8417,large blue 804938,6
b_8418,large green 804938,6
b_8419,large yellow 804938,6
b_8420,small red 804938,6
b_8421,small blue 804938,6
b_8422,small green 804938,6
b_8423,small yellow 804938,6
b_8424,large red 961322,6
b_8425,large blue 961322,6
b_8426,large green 961322,6
b_8427,large yellow 961322,6
b_8428,small red 961322,6
b_8429,small blue 961322,6
b_8430,small green 961322,6
b_8431,small yellow 961322,6
b_8432,large red 382602,6
b_8433,large blue 382602,6
b_8434,large green 382602,6
b_8435,large yellow 382602,6
b_8436,small red 382602,6
b_8437,small blue 382602,6
b_8438,small green 382602,6
b_8439,small yellow 382602,6
b_8440,large red 704238,6
b_8441,large blue 704238,6
b_8442,large green 704238,6
b_8443,large yellow 704238,6
b_8444,small red 704238,6
b_8445,small blue 704238,6
b_8446,small green 704238,6
b_8447,small yellow 704238,6
b_8448,large red 142185,6
b_8449,large blue 142185,6
b_8450,large green 142185,6
b_8451,large yellow 142185,6
b_8452,small red 142185,6
b_8453,small blue 142185,6
b_8454,small green 142185,6
b_8455,small yellow 142185,6
b_8456,large red 900177,6
b_8457,large blue 900177,6
b_8458,large green 900177,6
b_8459,large yellow 900177,6
b_8460,small red 900177,6
b_8461,small blue 900177,6
b_8462,small green 900177,6
b_8463,small yellow 900177,6
b_8464,large red 893005,6
b_8465,large blue 893005,6
b_8466,large green 893005,6
b_8467,large yellow 893005,6
b_8468,small red 893005,6
b_8469,small blue 893005,6
b_8470,small green 893005,6
b_8471,small yellow 893005,6
b_8472,large red 283700,6
b_8473,large blue 283700,6
b_8474,large green 283700,6
b_8475,large yellow 283700,6
b_8476,small red 283700,6
b_8477,small blue 283700,6
b_8478,small green 283700,6
b_8479,small yellow 283700,6
b_8480,large red 593355,6
b_8481,large blue 593355,6
b_8482,large green 593355,6
b_8483,large yellow 593355,6
b_8484,small red 593355,6
b_8485,small blue 593355,6
b_8486,small green 593355,6
b_8487,small yellow 593355,6
b_8488,large red 644173,6
b_8489,large blue 644173,6
b_8490,large green 644173,6
b_8491,large yellow 644173,6
b_8492,small red 644173,6
b_8493,small blue 644173,6
b_8494,small green 644173,6
b_8495,small yellow 644173,6
b_8496,large red 783157,6
b_8497,large blue 783157,6
b_8498,large green 783157,6
b_8499,large yellow 783157,6
b_8500,small red 783157,6
b_8501,small blue 783157,6
b_8502,small green 783157,6
b_8503,small yellow 783157,6
b_8504,large red 563711,6
b_8505,large blue 563711,6
b_8506,large green 563711,6
b_8507,large yellow 563711,6
b_8508,small red 563711,6
b_8509,small blue 563711,6
b_8510,small green 563711,6
b_8511,small yellow 563711,6
b_8512,large red 391668,6
b_8513,large blue 391668,6
b_8514,large green 391668,6
b_8515,large yellow 391668,6
b_8516,small red 391668,6
b_8517,small blue 391668,6
b_8518,small green 391668,6
b_8519,small yellow 391668,6
b_8520,large red 290305,6
b_8521,large blue 290305,6
b_8522,large green 290305,6
b_8523,large yellow 290305,6
b_8524,small red 290305,6
b_8525,small blue 290305,6
b_8526,small green 290305,6
b_8527,small yellow 290305,6
b_8528,large red 713762,6
b_8529,large blue 713762,6
b_8530,large green 713762,6
b_8531,large yellow 713762,6
b_8532,small red 713762,6
b_8533,small blue 713762,6
b_8534,small green 713762,6
b_8535,small yellow 713762,6
b_8536,large red 557058,6
b_8537,large blue 557058,6
b_8538,large green 557058,6
b_8539,large yellow 557058,6
b_8540,small red 557058,6
b_8541,small blue 557058,6
b_8542,small green 557058,6
b_8543,small yellow 557058,6
b_8544,large red 765620,6
b_8545,large blue 765620,6
b_8546,large green 765620,6
b_8547,large yellow 765620,6
b_8548,small red 765620,6
b_8549,small blue 765620,6
b_8550,small green 765620,6
b_8551,small yellow 765620,6
b_8552,large red 953797,6
b_8553,large blue 953797,6
b_8554,large green 953797,6
b_8555,large yellow 953797,6
b_8556,small red 953797,6
b_8557,small blue 953797,6
b_8558,small green 953797,6
b_8559,small yellow 953797,6
b_8560,large red 615611,6
b_8561,large blue 615611,6
b_8562,large green 615611,6
b_8563,large yellow 615611,6
b_8564,small red 615611,6
b_8565,small blue 615611,6
b_8566,small green 615611,6
b_8567,small yellow 615611,6
b_8568,large red 195674,6
b_8569,large blue 195674,6
b_8570,large green 195674,6
b_8571,large yellow 195674,6
b_8572,small red 195674,6
b_8573,small blue 195674,6
b_8574,small green 195674,6
b_8575,small yellow 195674,6
b_8576,large red 592841,6
b_8577,large blue 592841,6
b_8578,large green 592841,6
b_8579,large yellow 592841,6
b_8580,small red 592841,6
b_8581,small blue 592841,6
b_8582,small green 592841,6
b_8583,small yellow 592841,6
b_8584,large red 464863,6
b_8585,large blue 464863,6
b_8586,large green 464863,6
b_8587,large yellow 464863,6
b_8588,small red 464863,6
b_8589,small blue 464863,6
b_8590,small green 464863,6
b_8591,small yellow 464863,6
b_8592,large red 528184,6
b_8593,large blue 528184,6
b_8594,large green 528184,6
b_8595,large yellow 528184,6
b_8596,small red 528184,6
b_8597,small blue 528184,6
b_8598,small green 528184,6
b_8599,small yellow 528184,6
b_8600,large red 449499,6
b_8601,large blue 449499,6
b_8602,large green 449499,6
b_8603,large yellow 449499,6
b_8604,small red 449499,6
b_8605,small blue 449499,6
b_8606,small green 449499,6
b_8607,small yellow 449499,6
b_8608,large red 436653,6
b_8609,large blue 436653,6
b_8610,large green 436653,6
b_8611,large yellow 436653,6
b_8612,small red 436653,6
b_8613,small blue 436653,6
b_8614,small green 436653,6
b_8615,small yellow 436653,6
b_8616,large red 802685,6
b_8617,large blue 802685,6
b_8618,large green 802685,6
b_8619,large yellow 802685,6
b_8620,small red 802685,6
b_8621,small blue 802685,6
b_8622,small green 802685,6
b_8623,small yellow 802685,6
b_8624,large red 209680,6
b_8625,large blue 209680,6
b_8626,large green 209680,6
b_8627,large yellow 209680,6
b_8628,small red 209680,6
b_8629,small blue 209680,6
b_8630,small green 209680,6
b_8631,small yellow 209680,6
b_8632,large red 999398,6
b_8633,large blue 999398,6
b_8634,large green 999398,6
b_8635,large yellow 999398,6
b_8636,small red 999398,6
b_8637,small blue 999398,6
b_8638,small green 999398,6
b_8639,small yellow 999398,6
b_8640,large red 268637,6
b_8641,large blue 268637,6
b_8642,large green 268637,6
b_8643,large yellow 268637,6
b_8644,small red 268637,6
b_8645,small blue 268637,6
b_8646,small green 268637,6
b_8647,small yellow 268637,6
b_8648,large red 445824,6
b_8649,large blue 445824,6
b_8650,large green 445824,6
b_8651,large yellow 445824,6
b_8652,small red 445824,6
b_8653,small blue 445824,6
b_8654,small green 445824,6
b_8655,small yellow 445824,6
b_8656,large red 531641,6
b_8657,large blue 531641,6
b_8658,large green 531641,6
b_8659,large yellow 531641,6
b_8660,small red 531641,6
b_8661,small blue 531641,6
b_8662,small green 531641,6
b_8663,small yellow 531641,6
b_8664,large red 827369,6
b_8665,large blue 827369,6
b_8666,large green 827369,6
b_8667,large yellow 827369,6
b_8668,small red 827369,6
b_8669,small blue 827369,6
b_8670,small green 827369,6
b_8671,small yellow 827369,6
b_8672,large red 619536,6
b_8673,large blue 619536,6
b_8674,large green 619536,6
b_8675,large yellow 619536,6
b_8676,small red 619536,6
b_8677,small blue 619536,6
b_8678,small green 619536,6
b_8679,small yellow 619536,6
b_8680,large red 402218,6
b_8681,large blue 402218,6
b_8682,large green 402218,6
b_8683,large yellow 402218,6
b_8684,small red 402218,6
b_8685,small blue 402218,6
b_8686,small green 402218,6
b_8687,small yellow 402218,6
b_8688,large red 794769,6
b_8689,large blue 794769,6
b_8690,large green 794769,6
b_8691,large yellow 794769,6
b_8692,small red 794769,6
b_8693,small blue 794769,6
b_8694,small green 794769,6
b_8695,small yellow 794769,6
b_8696,large red 519904,6
b_8697,large blue 519904,6
b_8698,large green 519904,6
b_8699,large yellow 519904,6
b_8700,small red 519904,6
b_8701,small blue 519904,6
b_8702,small green 519904,6
b_8703,small yellow 519904,6
b_8704,large red 953085,6
b_8705,large blue 953085,6
b_8706,large green 953085,6
b_8707,large yellow 953085,6
b_8708,small red 953085,6
b_8709,small blue 953085,6
b_8710,small green 953085,6
b_8711,small yellow 953085,6
b_8712,large red 897441,6
b_8713,large blue 897441,6
b_8714,large green 897441,6
b_8715,large yellow 897441,6
b_8716,small red 897441,6
b_8717,small blue 897441,6
b_8718,small green 897441,6
b_8719,small yellow 897441,6
b_8720,large red 676818,6
b_8721,large blue 676818,6
b_8722,large green 676818,6
b_8723,large yellow 676818,6
b_8724,small red 676818,6
b_8725,small blue 676818,6
b_8726,small green 676818,6
b_8727,small yellow 676818,6
b_8728,large red 138479,6
b_8729,large blue 138479,6
b_8730,large green 138479,6
b_8731,large yellow 138479,6
b_8732,small red 138479,6
b_8733,small blue 138479,6
b_8734,small green 138479,6
b_8735,small yellow 138479,6
b_8736,large red 576919,6
b_8737,large blue 576919,6
b_8738,large green 576919,6
b_8739,large yellow 576919,6
b_8740,small red 576919,6
b_8741,small blue 576919,6
b_8742,small green 576919,6
b_8743,small yellow 576919,6
b_8744,large red 192337,6
b_8745,large blue 192337,6
b_8746,large green 192337,6
b_8747,large yellow 192337,6
b_8748,small red 192337,6
b_8749,small blue 192337,6
b_8750,small green 192337,6
b_8751,small yellow 192337,6
b_8752,large red 429795,6
b_8753,large blue 429795,6
b_8754,large green 429795,6
b_8755,large yellow 429795,6
b_8756,small red 429795,6
b_8757,small blue 429795,6
b_8758,small green 429795,6
b_8759,small yellow 429795,6
b_8760,large red 364659,6
b_8761,large blue 364659,6
b_8762,large green 364659,6
b_8763,large yellow 364659,6
b_8764,small red 364659,6
b_8765,small blue 364659,6
b_8766,small green 364659,6
b_8767,small yellow 364659,6
b_8768,large red 438977,6
b_8769,large blue 438977,6
b_8770,large green 438977,6
b_8771,large yellow 438977,6
b_8772,small red 438977,6
b_8773,small blue 438977,6
b_8774,small green 438977,6
b_8775,small yellow 438977,6
b_8776,large red 221552,6
b_8777,large blue 221552,6
b_8778,large green 221552,6
b_8779,large yellow 221552,6
b_8780,small red 221552,6
b_8781,small blue 221552,6
b_8782,small green 221552,6
b_8783,small yellow 221552,6
b_8784,large red 910075,6
b_8785,large blue 910075,6
b_8786,large green 910075,6
b_8787,large yellow 910075,6
b_8788,small red 910075,6
b_8789,small blue 910075,6
b_8790,small green 910075,6
b_8791,small yellow 910075,6
b_8792,large red 523808,6
b_8793,large blue 523808,6
b_8794,large green 523808,6
b_8795,large yellow 523808,6
b_8796,small red 523808,6
b_8797,small blue 523808,6
b_8798,small green 523808,6
b_8799,small yellow 523808,6
b_8800,large red 639593,6
b_8801,large blue 639593,6
b_8802,large green 639593,6
b_8803,large yellow 639593,6
b_8804,small red 639593,6
b_8805,small blue 639593,6
b_8806,small green 639593,6
b_8807,small yellow 639593,6
b_8808,large red 964998,6
b_8809,large blue 964998,6
b_8810,large green 964998,6
b_8811,large yellow 964998,6
b_8812,small red 964998,6
b_8813,small blue 964998,6
b_8814,small green 964998,6
b_8815,small yellow 964998,6
b_8816,large red 101206,6
b_8817,large blue 101206,6
b_8818,large green 101206,6
b_8819,large yellow 101206,6
b_8820,small red 101206,6
b_8821,small blue 101206,6
b_8822,small green 101206,6
b_8823,small yellow 101206,6
b_8824,large red 789606,6
b_8825,large blue 789606,6
b_8826,large green 789606,6
b_8827,large yellow 789606,6
b_8828,small red 789606,6
b_8829,small blue 789606,6
b_8830,small green 789606,6
b_8831,small yellow 789606,6
b_8832,large red 668950,6
b_8833,large blue 668950,6
b_8834,large green 668950,6
b_8835,large yellow 668950,6
b_8836,small red 668950,6
b_8837,small blue 668950,6
b_8838,small green 668950,6
b_8839,small yellow 668950,6
b_8840,large red 584417,6
b_8841,large blue 584417,6
b_8842,large green 584417,6
b_8843,large yellow 584417,6
b_8844,small red 584417,6
b_8845,small blue 584417,6
b_8846,small green 584417,6
b_8847,small yellow 584417,6
b_8848,large red 533321,6
b_8849,large blue 533321,6
b_8850,large green 533321,6
b_8851,large yellow 533321,6
b_8852,small red 533321,6
b_8853,small blue 533321,6
b_8854,small green 533321,6
b_8855,small yellow 533321,6
b_8856,large red 156837,6
b_8857,large blue 156837,6
b_8858,large green 156837,6
b_8859,large yellow 156837,6
b_8860,small red 156837,6
b_8861,small blue 156837,6
b_8862,small green 156837,6
b_8863,small yellow 156837,6
b_8864,large red 296694,6
b_8865,large blue 296694,6
b_8866,large green 296694,6
b_8867,large yellow 296694,6
b_8868,small red 296694,6
b_8869,small blue 296694,6
b_8870,small green 296694,6
b_8871,small yellow 296694,6
b_8872,large red 643623,6
b_8873,large blue 643623,6
b_8874,large green 643623,6
b_8875,large yellow 643623,6
b_8876,small red 643623,6
b_8877,small blue 643623,6
b_8878,small green 643623,6
b_8879,small yellow 643623,6
b_8880,large red 479353,6
b_8881,large blue 479353,6
b_8882,large green 479353,6
b_8883,large yellow 479353,6
b_8884,small red 479353,6
b_8885,small blue 479353,6
b_8886,small green 479353,6
b_8887,small yellow 479353,6
b_8888,large red 752878,6
b_8889,large blue 752878,6
b_8890,large green 752878,6
b_8891,large yellow 752878,6
b_8892,small red 752878,6
b_8893,small blue 752878,6
b_8894,small green 752878,6
b_8895,small yellow 752878,6
b_8896,large red 893188,6
b_8897,large blue 893188,6
b_8898,large green 893188,6
b_8899,large yellow 893188,6
b_8900,small red 893188,6
b_8901,small blue 893188,6
b_8902,small green 893188,6
b_8903,small yellow 893188,6
b_8904,large red 622707,6
b_8905,large blue 622707,6
b_8906,large green 622707,6
b_8907,large yellow 622707,6
b_8908,small red 622707,6
b_8909,small blue 622707,6
b_8910,small green 622707,6
b_8911,small yellow 622707,6
b_8912,large red 755788,6
b_8913,large blue 755788,6
b_8914,large green 755788,6
b_8915,large yellow 755788,6
b_8916,small red 755788,6
b_8917,small blue 755788,6
b_8918,small green 755788,6
b_8919,small yellow 755788,6
b_8920,large red 563513,6
b_8921,large blue 563513,6
b_8922,large green 563513,6
b_8923,large yellow 563513,6
b_8924,small red 563513,6
b_8925,small blue 563513,6
b_8926,small green 563513,6
b_8927,small yellow 563513,6
b_8928,large red 896907,6
b_8929,large blue 896907,6
b_8930,large green 896907,6
b_8931,large yellow 896907,6
b_8932,small red 896907,6
b_8933,small blue 896907,6
b_8934,small green 896907,6
b_8935,small yellow 896907,6
b_8936,large red 154118,6
b_8937,large blue 154118,6
b_8938,large green 154118,6
b_8939,large yellow 154118,6
b_8940,small red 154118,6
b_8941,small blue 154118,6
b_8942,small green 154118,6
b_8943,small yellow 154118,6
b_8944,large red 313446,6
b_8945,large blue 313446,6
b_8946,large green 313446,6
b_8947,large yellow 313446,6
b_8948,small red 313446,6
b_8949,small blue 313446,6
b_8950,small green 313446,6
b_8951,small yellow 313446,6
b_8952,large red 380028,6
b_8953,large blue 380028,6
b_8954,large green 380028,6
b_8955,large yellow 380028,6
b_8956,small red 380028,6
b_8957,small blue 380028,6
b_8958,small green 380028,6
b_8959,small yellow 380028,6
b_8960,large red 675898,6
b_8961,large blue 675898,6
b_8962,large green 675898,6
b_8963,large yellow 675898,6
b_8964,small red 675898,6
b_8965,small blue 675898,6
b_8966,small green 675898,6
b_8967,small yellow 675898,6
b_8968,large red 237377,6
b_8969,large blue 237377,6
b_8970,large green 237377,6
b_8971,large yellow 237377,6
b_8972,small red 237377,6
b_8973,small blue 237377,6
b_8974,small green 237377,6
b_8975,small yellow 237377,6
b_8976,large red 402020,6
b_8977,large blue 402020,6
b_8978,large green 402020,6
b_8979,large yellow 402020,6
b_8980,small red 402020,6
b_8981,small blue 402020,6
b_8982,small green 402020,6
b_8983,small yellow 402020,6
b_8984,large red 559398,6
b_8985,large blue 559398,6
b_8986,large green 559398,6
b_8987,large yellow 559398,6
b_8988,small red 559398,6
b_8989,small blue 559398,6
b_8990,small green 559398,6
b_8991,small yellow 559398,6
b_8992,large red 832168,6
b_8993,large blue 832168,6
b_8994,large green 832168,6
b_8995,large yellow 832168,6
b_8996,small red 832168,6
b_8997,small blue 832168,6
b_8998,small green 832168,6
b_8999,small yellow 832168,6
b_9000,large red 608257,6
b_9001,large blue 608257,6
b_9002,large green 608257,6
b_9003,large yellow 608257,6
b_9004,small red 608257,6
b_9005,small blue 608257,6
b_9006,small green 608257,6
b_9007,small yellow 608257,6
b_9008,large red 227324,6
b_9009,large blue 227324,6
b_9010,large green 227324,6
b_9011,large yellow 227324,6
b_9012,small red 227324,6
b_9013,small blue 227324,6
b_9014,small green 227324,6
b_9015,small yellow 227324,6
b_9016,large red 130271,6
b_9017,large blue 130271,6
b_9018,large green 130271,6
b_9019,large yellow 130271,6
b_9020,small red 130271,6
b_9021,small blue 130271,6
b_9022,small green 130271,6
b_9023,small yellow 130271,6
b_9024,large red 760626,6
b_9025,large blue 760626,6
b_9026,large green 760626,6
b_9027,large yellow 760626,6
b_9028,small red 760626,6
b_9029,small blue 760626,6
b_9030,small green 760626,6
b_9031,small yellow 760626,6
b_9032,large red 738448,6
b_9033,large blue 738448,6
b_9034,large green 738448,6
b_9035,large yellow 738448,6
b_9036,small red 738448,6
b_9037,small blue 738448,6
b_9038,small green 738448,6
b_9039,small yellow 738448,6
b_9040,large red 938141,6
b_9041,large blue 938141,6
b_9042,large green 938141,6
b_9043,large yellow 938141,6
b_9044,small red 938141,6
b_9045,small blue 938141,6
b_9046,small green 938141,6
b_9047,small yellow 938141,6
b_9048,large red 350921,6
b_9049,large blue 350921,6
b_9050,large green 350921,6
b_9051,large yellow 350921,6
b_9052,small red 350921,6
b_9053,small blue 350921,6
b_9054,small green 350921,6
b_9055,small yellow 350921,6
b_9056,large red 844261,6
b_9057,large blue 844261,6
b_9058,large green 844261,6
b_9059,large yellow 844261,6
b_9060,small red 844261,6
b_9061,small blue 844261,6
b_9062,small green 844261,6
b_9063,small yellow 844261,6
b_9064,large red 266071,6
b_9065,large blue 266071,6
b_9066,large green 266071,6
b_9067,large yellow 266071,6
b_9068,small red 266071,6
b_9069,small blue 266071,6
b_9070,small green 266071,6
b_9071,small yellow 266071,6
b_9072,large red 425845,6
b_9073,large blue 425845,6
b_9074,large green 425845,6
b_9075,large yellow 425845,6
b_9076,small red 425845,6
b_9077,small blue 425845,6
b_9078,small green 425845,6
b_9079,small yellow 425845,6
b_9080,large red 677596,6
b_9081,large blue 677596,6
b_9082,large green 677596,6
b_9083,large yellow 677596,6
b_9084,small red 677596,6
b_9085,small blue 677596,6
b_9086,small green 677596,6
b_9087,small yellow 677596,6
b_9088,large red 114338,6
b_9089,large blue 114338,6
b_9090,large green 114338,6
b_9091,large yellow 114338,6
b_9092,small red 114338,6
b_9093,small blue 114338,6
b_9094,small green 114338,6
b_9095,small yellow 114338,6
b_9096,large red 679077,6
b_9097,large blue 679077,6
b_9098,large green 679077,6
b_9099,large yellow 679077,6
b_9100,small red 679077,6
b_9101,small blue 679077,6
b_9102,small green 679077,6
b_9103,small yellow 679077,6
b_9104,large red 527809,6
b_9105,large blue 527809,6
b_9106,large green 527809,6
b_9107,large yellow 527809,6
b_9108,small red 527809,6
b_9109,small blue 527809,6
b_9110,small green 527809,6
b_9111,small yellow 527809,6
b_9112,large red 197736,6
b_9113,large blue 197736,6
b_9114,large green 197736,6
b_9115,large yellow 197736,6
b_9116,small red 197736,6
b_9117,small blue 197736,6
b_9118,small green 197736,6
b_9119,small yellow 197736,6
b_9120,large red 335615,6
b_9121,large blue 335615,6
b_9122,large green 335615,6
b_9123,large yellow 335615,6
b_9124,small red 335615,6
b_9125,small blue 335615,6
b_9126,small green 335615,6
b_9127,small yellow 335615,6
b_9128,large red 982277,6
b_9129,large blue 982277,6
b_9130,large green 982277,6
b_9131,large yellow 982277,6
b_9132,small red 982277,6
b_9133,small blue 982277,6
b_9134,small green 982277,6
b_9135,small yellow 982277,6
b_9136,large red 218972,6
b_9137,large blue 218972,6
b_9138,large green 218972,6
b_9139,large yellow 218972,6
b_9140,small red 218972,6
b_9141,small blue 218972,6
b_9142,small green 218972,6
b_9143,small yellow 218972,6
b_9144,large red 583863,6
b_9145,large blue 583863,6
b_9146,large green 583863,6
b_9147,large yellow 583863,6
b_9148,small red 583863,6
b_9149,small blue 583863,6
b_9150,small green 583863,6
b_9151,small yellow 583863,6
b_9152,large red 223172,6
b_9153,large blue 223172,6
b_9154,large green 223172,6
b_9155,large yellow 223172,6
b_9156,small red 223172,6
b_9157,small blue 223172,6
b_9158,small green 223172,6
b_9159,small yellow 223172,6
b_9160,large red 779172,6
b_9161,large blue 779172,6
b_9162,large green 779172,6
b_9163,large yellow 779172,6
b_9164,small red 779172,6
b_9165,small blue 779172,6
b_9166,small green 779172,6
b_9167,small yellow 779172,6
b_9168,large red 972565,6
b_9169,large blue 972565,6
b_9170,large green 972565,6
b_9171,large yellow 972565,6
b_9172,small red 972565,6
b_9173,small blue 972565,6
b_9174,small green 972565,6
b_9175,small yellow 972565,6
b_9176,large red 261450,6
b_9177,large blue 261450,6
b_9178,large green 261450,6
b_9179,large yellow 261450,6
b_9180,small red 261450,6
b_9181,small blue 261450,6
b_9182,small green 261450,6
b_9183,small yellow 261450,6
b_9184,large red 622584,6
b_9185,large blue 622584,6
b_9186,large green 622584,6
b_9187,large yellow 622584,6
b_9188,small red 622584,6
b_9189,small blue 622584,6
b_9190,small green 622584,6
b_9191,small yellow 622584,6
b_9192,large red 851413,6
b_9193,large blue 851413,6
b_9194,large green 851413,6
b_9195,large yellow 851413,6
b_9196,small red 851413,6
b_9197,small blue 851413,6
b_9198,small green 851413,6
b_9199,small yellow 851413,6
b_9200,large red 406039,6
b_9201,large blue 406039,6
b_9202,large green 406039,6
b_9203,large yellow 406039,6
b_9204,small red 406039,6
b_9205,small blue 406039,6
b_9206,small green 406039,6
b_9207,small yellow 406039,6
b_9208,large red 633590,6
b_9209,large blue 633590,6
b_9210,large green 633590,6
b_9211,large yellow 633590,6
b_9212,small red 633590,6
b_9213,small blue 633590,6
b_9214,small green 633590,6
b_9215,small yellow 633590,6
b_9216,large red 839677,6
b_9217,large blue 839677,6
b_9218,large green 839677,6
b_9219,large yellow 839677,6
b_9220,small red 839677,6
b_9221,small blue 839677,6
b_9222,small green 839677,6
b_9223,small yellow 839677,6
b_9224,large red 386706,6
b_9225,large blue 386706,6
b_9226,large green 386706,6
b_9227,large yellow 386706,6
b_9228,small red 386706,6
b_9229,small blue 386706,6
b_9230,small green 386706,6
b_9231,small yellow 386706,6
b_9232,large red 535673,6
b_9233,large blue 535673,6
b_9234,large green 535673,6
b_9235,large yellow 535673,6
b_9236,small red 535673,6
b_9237,small blue 535673,6
b_9238,small green 535673,6
b_9239,small yellow 535673,6
b_9240,large red 975271,6
b_9241,large blue 975271,6
b_9242,large green 975271,6
b_9243,large yellow 975271,6
b_9244,small red 975271,6
b_9245,small blue 975271,6
b_9246,small green 975271,6
b_9247,small yellow 975271,6
b_9248,large red 605937,6
b_9249,large blue 605937,6
b_9250,large green 605937,6
b_9251,large yellow 605937,6
b_9252,small red 605937,6
b_9253,small blue 605937,6
b_9254,small green 605937,6
b_9255,small yellow 605937,6
b_9256,large red 595158,6
b_9257,large blue 595158,6
b_9258,large green 595158,6
b_9259,large yellow 595158,6
b_9260,small red 595158,6
b_9261,small blue 595158,6
b_9262,small green 595158,6
b_9263,small yellow 595158,6
b_9264,large red 355570,6
b_9265,large blue 355570,6
b_9266,large green 355570,6
b_9267,large yellow 355570,6
b_9268,small red 355570,6
b_9269,small blue 355570,6
b_9270,small green 355570,6
b_9271,small yellow 355570,6
b_9272,large red 578975,6
b_9273,large blue 578975,6
b_9274,large green 578975,6
b_9275,large yellow 578975,6
b_9276,small red 578975,6
b_9277,small blue 578975,6
b_9278,small green 578975,6
b_9279,small yellow 578975,6
b_9280,large red 678043,6
b_9281,large blue 678043,6
b_9282,large green 678043,6
b_9283,large yellow 678043,6
b_9284,small red 678043,6
b_9285,small blue 678043,6
b_9286,small green 678043,6
b_9287,small yellow 678043,6
b_9288,large red 251668,6
b_9289,large blue 251668,6
b_9290,large green 251668,6
b_9291,large yellow 251668,6
b_9292,small red 251668,6
b_9293,small blue 251668,6
b_9294,small green 251668,6
b_9295,small yellow 251668,6
b_9296,large red 502219,6
b_9297,large blue 502219,6
b_9298,large green 502219,6
b_9299,large yellow 502219,6
b_9300,small red 502219,6
b_9301,small blue 502219,6
b_9302,small green 502219,6
b_9303,small yellow 502219,6
b_9304,large red 299869,6
b_9305,large blue 299869,6
b_9306,large green 299869,6
b_9307,large yellow 299869,6
b_9308,small red 299869,6
b_9309,small blue 299869,6
b_9310,small green 299869,6
b_9311,small yellow 299869,6
b_9312,large red 728492,6
b_9313,large blue 728492,6
b_9314,large green 728492,6
b_9315,large yellow 728492,6
b_9316,small red 728492,6
b_9317,small blue 728492,6
b_9318,small green 728492,6
b_9319,small yellow 728492,6
b_9320,large red 632929,6
b_9321,large blue 632929,6
b_9322,large green 632929,6
b_9323,large yellow 632929,6
b_9324,small red 632929,6
b_9325,small blue 632929,6
b_9326,small green 632929,6
b_9327,small yellow 632929,6
b_9328,large red 882544,6
b_9329,large blue 882544,6
b_9330,large green 882544,6
b_9331,large yellow 882544,6
b_9332,small red 882544,6
b_9333,small blue 882544,6
b_9334,small green 882544,6
b_9335,small yellow 882544,6
b_9336,large red 243139,6
b_9337,large blue 243139,6
b_9338,large green 243139,6
b_9339,large yellow 243139,6
b_9340,small red 243139,6
b_9341,small blue 243139,6
b_9342,small green 243139,6
b_9343,small yellow 243139,6
b_9344,large red 173201,6
b_9345,large blue 173201,6
b_9346,large green 173201,6
b_9347,large yellow 173201,6
b_9348,small red 173201,6
b_9349,small blue 173201,6
